,PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,Expenses,Group,DeckC,NumberC,SideC,SexW,Transported
59,0064_02,,1.0,TRAPPIST-1e,33.0,0.0,,64,E,3,S,0,1
60,0066_01,Earth,0.0,TRAPPIST-1e,62.0,0.0,811.0,66,G,6,P,0,0
61,0067_01,Earth,1.0,PSO J318.5-22,0.0,0.0,0.0,67,G,10,S,1,1
62,0067_02,Earth,0.0,TRAPPIST-1e,18.0,0.0,705.0,67,G,10,S,0,1
63,0067_03,Earth,0.0,55 Cancri e,21.0,0.0,2007.0,67,F,15,S,0,0
64,0068_01,Mars,0.0,TRAPPIST-1e,,0.0,1048.0,68,E,4,S,0,0
65,0069_01,Earth,0.0,TRAPPIST-1e,42.0,0.0,902.0,69,F,16,S,0,1
66,0070_01,Earth,0.0,TRAPPIST-1e,19.0,0.0,922.0,70,F,13,P,0,0
67,0071_01,Earth,0.0,TRAPPIST-1e,17.0,0.0,2233.0,71,F,14,P,0,0
68,0072_01,Earth,0.0,TRAPPIST-1e,14.0,0.0,1064.0,72,F,17,S,0,0
69,0073_01,Mars,0.0,PSO J318.5-22,37.0,0.0,879.0,73,D,3,P,0,0
70,0074_01,Europa,0.0,TRAPPIST-1e,42.0,0.0,8904.0,74,C,3,S,0,1
71,0076_01,Mars,0.0,TRAPPIST-1e,27.0,0.0,1165.0,76,F,18,S,0,1
72,0077_01,Mars,0.0,TRAPPIST-1e,28.0,0.0,1309.0,77,F,15,P,0,1
73,0078_01,Europa,0.0,TRAPPIST-1e,38.0,0.0,15815.0,78,C,4,S,0,0
74,0081_01,Earth,1.0,TRAPPIST-1e,13.0,0.0,0.0,81,G,13,S,0,0
75,0082_01,Mars,0.0,TRAPPIST-1e,42.0,0.0,7406.0,82,F,16,P,0,0
76,0082_02,Mars,1.0,TRAPPIST-1e,2.0,0.0,0.0,82,F,16,P,0,1
77,0082_03,Mars,0.0,TRAPPIST-1e,8.0,0.0,0.0,82,F,16,P,0,1
78,0084_01,Earth,0.0,TRAPPIST-1e,24.0,0.0,705.0,84,G,14,S,0,1
79,0085_01,Europa,1.0,TRAPPIST-1e,40.0,0.0,0.0,85,C,5,S,0,1
80,0086_01,Earth,0.0,TRAPPIST-1e,43.0,0.0,1362.0,86,F,17,P,0,0
81,0088_01,Mars,1.0,PSO J318.5-22,45.0,0.0,0.0,88,E,5,S,0,1
82,0090_01,Earth,1.0,TRAPPIST-1e,35.0,0.0,0.0,90,G,15,S,0,1
83,0091_01,Earth,1.0,TRAPPIST-1e,26.0,0.0,,91,G,16,S,0,1
84,0091_02,Earth,0.0,TRAPPIST-1e,27.0,0.0,917.0,91,F,20,S,0,0
85,0092_01,Earth,0.0,TRAPPIST-1e,19.0,0.0,705.0,92,G,9,P,0,0
86,0092_02,Earth,1.0,TRAPPIST-1e,0.0,0.0,,92,G,9,P,0,1
87,0092_03,Earth,1.0,TRAPPIST-1e,3.0,0.0,0.0,92,G,9,P,0,1
88,0097_01,Europa,0.0,TRAPPIST-1e,54.0,0.0,1848.0,97,A,2,S,0,0
89,0098_01,Earth,0.0,TRAPPIST-1e,26.0,0.0,893.0,98,G,11,P,1,0
90,0098_02,Earth,0.0,TRAPPIST-1e,26.0,0.0,3855.0,98,G,11,P,0,1
91,0099_01,Earth,0.0,PSO J318.5-22,23.0,0.0,1301.0,99,F,19,P,0,0
92,0099_02,Earth,,TRAPPIST-1e,2.0,0.0,0.0,99,G,12,P,0,1
93,0101_01,Mars,1.0,TRAPPIST-1e,31.0,0.0,0.0,101,,,,0,1
94,0102_01,Earth,0.0,TRAPPIST-1e,18.0,0.0,921.0,102,F,23,S,0,0
95,0103_01,Earth,0.0,TRAPPIST-1e,24.0,0.0,,103,F,24,S,0,1
96,0103_02,Earth,1.0,55 Cancri e,9.0,0.0,0.0,103,G,18,S,0,1
97,0103_03,Earth,1.0,TRAPPIST-1e,6.0,0.0,0.0,103,G,18,S,0,0
98,0105_01,Earth,,TRAPPIST-1e,27.0,0.0,703.0,105,F,21,P,0,0
99,0107_01,Mars,0.0,TRAPPIST-1e,21.0,0.0,1765.0,107,D,2,S,0,0
100,0108_01,Earth,1.0,TRAPPIST-1e,23.0,0.0,0.0,108,G,19,S,0,0
101,0108_02,Earth,0.0,TRAPPIST-1e,31.0,0.0,888.0,108,G,19,S,0,0
102,0108_03,Earth,0.0,TRAPPIST-1e,0.0,,0.0,108,G,19,S,0,1
103,0110_01,Europa,0.0,TRAPPIST-1e,32.0,0.0,5109.0,110,,,,0,0
104,0110_02,Europa,,TRAPPIST-1e,40.0,0.0,2018.0,110,B,5,P,1,0
105,0110_03,Europa,0.0,TRAPPIST-1e,42.0,0.0,15940.0,110,B,5,P,0,1
106,0110_04,Europa,1.0,TRAPPIST-1e,28.0,0.0,0.0,110,B,5,P,0,1
107,0111_01,Europa,1.0,TRAPPIST-1e,29.0,0.0,0.0,111,E,6,S,1,1
108,0112_01,Europa,0.0,55 Cancri e,48.0,1.0,2654.0,112,B,1,S,0,1
109,0113_01,Earth,0.0,TRAPPIST-1e,64.0,0.0,804.0,113,F,23,P,0,1
110,0114_01,Earth,0.0,TRAPPIST-1e,27.0,0.0,907.0,114,G,20,S,1,0
111,0115_01,Mars,,TRAPPIST-1e,26.0,0.0,,115,F,24,P,0,1
112,0116_01,Europa,0.0,TRAPPIST-1e,33.0,0.0,2640.0,116,D,4,P,0,1
113,0119_01,,0.0,TRAPPIST-1e,39.0,0.0,9307.0,119,A,0,P,0,0
114,0119_02,Europa,1.0,TRAPPIST-1e,13.0,0.0,0.0,119,A,0,P,0,1
115,0120_01,Mars,1.0,TRAPPIST-1e,24.0,0.0,,120,F,25,P,0,1
116,0122_01,Earth,0.0,TRAPPIST-1e,29.0,0.0,773.0,122,G,21,S,0,0
117,0123_01,Earth,0.0,TRAPPIST-1e,18.0,0.0,702.0,123,F,27,P,0,0
118,0126_01,Mars,1.0,TRAPPIST-1e,67.0,0.0,0.0,126,F,27,S,0,1
119,0127_01,Mars,0.0,TRAPPIST-1e,35.0,0.0,1022.0,127,E,7,S,0,0
120,0128_01,Mars,0.0,TRAPPIST-1e,61.0,1.0,3014.0,128,D,3,S,0,0
121,0128_02,Mars,0.0,TRAPPIST-1e,45.0,0.0,2109.0,128,E,8,S,0,0
122,0129_01,Earth,1.0,PSO J318.5-22,22.0,0.0,,129,G,22,S,0,1
123,0133_01,Mars,1.0,TRAPPIST-1e,19.0,0.0,0.0,133,F,29,S,0,1
124,0133_02,Mars,0.0,TRAPPIST-1e,36.0,0.0,2738.0,133,D,5,S,0,0
125,0134_01,Earth,0.0,TRAPPIST-1e,19.0,0.0,744.0,134,G,17,P,1,1
126,0136_01,Earth,0.0,PSO J318.5-22,47.0,0.0,721.0,136,G,23,S,0,0
127,0138_01,Earth,1.0,TRAPPIST-1e,13.0,0.0,0.0,138,G,18,P,0,1
128,0138_02,Earth,0.0,,34.0,0.0,793.0,138,E,5,P,0,0
129,0139_01,Europa,1.0,55 Cancri e,35.0,0.0,0.0,139,C,6,S,1,1
130,0140_01,Earth,1.0,TRAPPIST-1e,24.0,0.0,0.0,140,G,19,P,0,1
131,0140_02,Earth,0.0,TRAPPIST-1e,26.0,0.0,902.0,140,F,29,P,0,0
132,0141_01,Mars,0.0,TRAPPIST-1e,31.0,0.0,,141,F,30,P,0,0
133,0144_01,Earth,0.0,TRAPPIST-1e,20.0,0.0,630.0,144,F,31,S,0,1
134,0146_01,Earth,0.0,TRAPPIST-1e,56.0,0.0,0.0,146,G,25,S,0,0
135,0147_01,Earth,1.0,TRAPPIST-1e,50.0,0.0,0.0,147,G,26,S,0,1
136,0148_01,Mars,0.0,TRAPPIST-1e,42.0,0.0,1158.0,148,F,31,P,0,0
137,0149_01,Earth,1.0,55 Cancri e,,0.0,0.0,149,G,27,S,1,1
138,0151_01,Earth,1.0,55 Cancri e,38.0,0.0,0.0,151,G,20,P,0,0
139,0152_01,Earth,0.0,,41.0,0.0,607.0,152,F,32,P,0,0
140,0160_01,Earth,0.0,TRAPPIST-1e,22.0,0.0,4180.0,160,G,22,P,0,0
141,0163_01,Europa,1.0,TRAPPIST-1e,26.0,0.0,0.0,163,B,8,P,0,1
142,0163_02,Europa,1.0,TRAPPIST-1e,17.0,0.0,0.0,163,B,8,P,0,1
143,0164_01,Earth,0.0,TRAPPIST-1e,57.0,0.0,,164,G,28,S,0,1
144,0164_02,Earth,1.0,PSO J318.5-22,17.0,0.0,0.0,164,G,28,S,1,0
145,0165_01,Mars,1.0,TRAPPIST-1e,35.0,,0.0,165,F,37,P,0,1
146,0167_01,Mars,1.0,TRAPPIST-1e,13.0,0.0,0.0,167,F,35,S,0,1
147,0167_02,Mars,0.0,TRAPPIST-1e,27.0,0.0,1572.0,167,F,35,S,0,0
148,0169_01,Earth,1.0,TRAPPIST-1e,31.0,0.0,0.0,169,G,23,P,0,0
149,0170_01,Earth,0.0,TRAPPIST-1e,24.0,0.0,788.0,170,E,10,S,0,0
150,0171_01,Earth,1.0,PSO J318.5-22,19.0,0.0,0.0,171,G,30,S,0,1
151,0172_01,Earth,1.0,TRAPPIST-1e,32.0,0.0,0.0,172,G,24,P,1,1
152,0173_01,Earth,,TRAPPIST-1e,58.0,0.0,990.0,173,E,11,S,0,1
153,0174_01,Earth,0.0,55 Cancri e,21.0,0.0,593.0,174,F,38,P,0,0
154,0177_01,Europa,0.0,TRAPPIST-1e,38.0,0.0,27428.0,177,B,2,S,0,0
155,0178_01,Mars,0.0,TRAPPIST-1e,38.0,0.0,3722.0,178,D,6,S,0,0
156,0179_01,Earth,0.0,TRAPPIST-1e,19.0,0.0,906.0,179,G,26,P,0,1
157,0179_02,Earth,0.0,TRAPPIST-1e,0.0,0.0,0.0,179,G,26,P,0,0
158,0179_03,Earth,0.0,TRAPPIST-1e,3.0,0.0,0.0,179,G,26,P,0,1
159,0181_01,Earth,0.0,TRAPPIST-1e,20.0,0.0,394.0,181,G,27,P,0,0
160,0182_01,Europa,1.0,TRAPPIST-1e,24.0,0.0,0.0,182,C,3,P,0,1
161,0183_01,Earth,0.0,TRAPPIST-1e,37.0,0.0,821.0,183,F,36,S,0,1
162,0186_01,Earth,0.0,TRAPPIST-1e,25.0,0.0,1018.0,186,G,28,P,0,0
163,0188_01,Earth,1.0,TRAPPIST-1e,56.0,0.0,0.0,188,G,31,S,1,1
164,0189_01,Earth,0.0,55 Cancri e,49.0,0.0,788.0,189,E,8,P,0,0
165,0190_01,Earth,1.0,55 Cancri e,11.0,0.0,0.0,190,G,32,S,0,0
166,0192_01,Earth,1.0,TRAPPIST-1e,1.0,0.0,0.0,192,G,29,P,0,1
167,0192_02,Earth,0.0,TRAPPIST-1e,8.0,0.0,0.0,192,G,29,P,0,0
168,0192_03,Earth,0.0,TRAPPIST-1e,39.0,0.0,908.0,192,G,29,P,0,0
169,0193_01,Mars,1.0,TRAPPIST-1e,2.0,0.0,0.0,193,F,41,P,0,1
170,0193_02,Mars,0.0,TRAPPIST-1e,23.0,0.0,,193,F,41,P,0,0
171,0193_03,Mars,0.0,TRAPPIST-1e,0.0,0.0,0.0,193,F,41,P,0,1
172,0195_01,Mars,0.0,TRAPPIST-1e,39.0,0.0,1273.0,195,F,42,P,0,1
173,0196_01,Mars,0.0,PSO J318.5-22,25.0,0.0,1778.0,196,D,5,P,0,0
174,0197_01,Europa,0.0,TRAPPIST-1e,36.0,0.0,2342.0,197,C,5,P,0,0
175,0198_01,Earth,,PSO J318.5-22,52.0,0.0,0.0,198,G,30,P,0,1
176,0199_01,Earth,1.0,TRAPPIST-1e,18.0,0.0,0.0,199,G,33,S,1,0
177,0200_01,Earth,1.0,TRAPPIST-1e,15.0,0.0,0.0,200,G,31,P,1,1
178,0201_01,Europa,1.0,TRAPPIST-1e,35.0,0.0,0.0,201,B,3,S,0,1
179,0201_02,Europa,1.0,TRAPPIST-1e,47.0,0.0,0.0,201,B,3,S,1,1
180,0202_01,Europa,1.0,55 Cancri e,45.0,0.0,0.0,202,B,9,P,1,1
181,0202_02,Europa,0.0,55 Cancri e,,0.0,,202,A,2,P,0,1
182,0203_01,Europa,1.0,TRAPPIST-1e,51.0,0.0,0.0,203,C,8,S,0,1
183,0205_01,Earth,0.0,TRAPPIST-1e,29.0,0.0,773.0,205,G,34,S,1,0
184,0206_01,Europa,0.0,55 Cancri e,,0.0,2981.0,206,C,9,S,0,1
185,0207_01,Earth,1.0,PSO J318.5-22,19.0,0.0,0.0,207,G,32,P,0,0
186,0210_01,,1.0,55 Cancri e,24.0,0.0,,210,D,6,P,0,1
187,0211_01,Mars,0.0,TRAPPIST-1e,29.0,0.0,1040.0,211,F,44,P,0,1
188,0211_02,Mars,1.0,TRAPPIST-1e,11.0,0.0,0.0,211,F,44,P,0,1
189,0211_03,Mars,0.0,TRAPPIST-1e,17.0,0.0,1337.0,211,F,44,P,0,0
190,0212_01,Earth,0.0,TRAPPIST-1e,13.0,0.0,982.0,212,E,9,P,0,0
191,0212_02,Earth,0.0,TRAPPIST-1e,35.0,0.0,732.0,212,F,45,P,0,0
192,0213_01,Earth,0.0,TRAPPIST-1e,21.0,0.0,794.0,213,F,46,P,1,0
193,0216_01,Earth,0.0,55 Cancri e,21.0,0.0,1974.0,216,F,40,S,1,0
194,0217_01,Earth,0.0,TRAPPIST-1e,38.0,0.0,1544.0,217,F,47,P,0,0
195,0219_01,Earth,1.0,TRAPPIST-1e,19.0,0.0,0.0,219,G,36,P,1,1
196,0220_01,Earth,1.0,TRAPPIST-1e,2.0,0.0,0.0,220,G,37,P,0,1
197,0220_02,Earth,0.0,TRAPPIST-1e,0.0,0.0,0.0,220,G,37,P,1,1
198,0220_03,Earth,1.0,TRAPPIST-1e,13.0,0.0,0.0,220,G,37,P,1,0
199,0220_04,Earth,0.0,TRAPPIST-1e,25.0,0.0,,220,E,10,P,0,0
200,0220_05,Earth,0.0,TRAPPIST-1e,16.0,0.0,1102.0,220,F,48,P,0,0
201,0220_06,Earth,0.0,55 Cancri e,1.0,0.0,0.0,220,G,37,P,0,0
202,0220_07,Earth,1.0,TRAPPIST-1e,15.0,0.0,0.0,220,G,37,P,0,1
203,0221_01,Mars,0.0,55 Cancri e,21.0,0.0,2356.0,221,E,13,S,0,0
204,0221_02,Mars,0.0,TRAPPIST-1e,23.0,0.0,1298.0,221,E,13,S,0,0
205,0221_03,Mars,0.0,TRAPPIST-1e,33.0,0.0,2134.0,221,E,13,S,0,0
206,0221_04,Mars,1.0,TRAPPIST-1e,21.0,0.0,0.0,221,E,13,S,0,1
207,0221_05,Mars,0.0,TRAPPIST-1e,41.0,0.0,2597.0,221,E,13,S,0,0
208,0221_06,Mars,0.0,TRAPPIST-1e,16.0,0.0,1370.0,221,E,13,S,0,0
209,0221_07,Mars,1.0,TRAPPIST-1e,42.0,0.0,0.0,221,E,13,S,0,0
210,0222_01,Mars,0.0,TRAPPIST-1e,20.0,0.0,1417.0,222,F,41,S,0,0
211,0222_02,Mars,1.0,TRAPPIST-1e,24.0,0.0,0.0,222,F,41,S,0,1
212,0222_03,Mars,1.0,TRAPPIST-1e,16.0,0.0,0.0,222,E,14,S,0,1
213,0223_01,Earth,0.0,TRAPPIST-1e,21.0,0.0,676.0,223,G,35,S,0,0
214,0224_01,Mars,0.0,TRAPPIST-1e,32.0,1.0,1820.0,224,F,42,S,0,0
215,0225_01,Earth,1.0,PSO J318.5-22,58.0,0.0,0.0,225,G,38,P,0,1
216,0229_01,Earth,0.0,TRAPPIST-1e,24.0,0.0,803.0,229,F,43,S,0,0
217,0231_01,Mars,0.0,TRAPPIST-1e,30.0,0.0,1806.0,231,F,44,S,0,0
218,0232_01,Earth,1.0,PSO J318.5-22,27.0,0.0,,232,G,36,S,1,0
219,0233_01,Mars,0.0,TRAPPIST-1e,32.0,0.0,1750.0,233,F,45,S,1,0
220,0234_01,Earth,0.0,TRAPPIST-1e,43.0,0.0,,234,F,50,P,1,0
221,0237_01,Europa,1.0,TRAPPIST-1e,42.0,0.0,0.0,237,B,11,P,0,1
222,0239_01,Mars,0.0,TRAPPIST-1e,37.0,0.0,1048.0,239,,,,0,0
223,0240_01,Mars,1.0,TRAPPIST-1e,35.0,0.0,0.0,240,F,52,P,0,1
224,0241_01,Europa,,55 Cancri e,33.0,0.0,7177.0,241,E,11,P,0,0
225,0242_01,,0.0,TRAPPIST-1e,18.0,0.0,1288.0,242,F,46,S,0,0
226,0243_01,Earth,1.0,TRAPPIST-1e,21.0,0.0,0.0,243,G,37,S,0,0
227,0244_01,Mars,1.0,TRAPPIST-1e,43.0,0.0,0.0,244,,,,0,1
228,0244_02,Mars,1.0,55 Cancri e,14.0,,0.0,244,F,47,S,0,1
229,0245_01,Europa,0.0,55 Cancri e,46.0,0.0,3578.0,245,C,6,P,1,1
230,0245_02,Europa,0.0,TRAPPIST-1e,33.0,0.0,12378.0,245,C,6,P,0,0
231,0246_01,Mars,0.0,TRAPPIST-1e,21.0,0.0,3261.0,246,D,8,P,0,0
232,0248_01,Europa,0.0,TRAPPIST-1e,33.0,0.0,9684.0,248,C,10,S,0,0
233,0250_01,Earth,1.0,PSO J318.5-22,47.0,0.0,,250,G,38,S,0,0
234,0251_01,,1.0,55 Cancri e,54.0,0.0,0.0,251,C,11,S,0,1
235,0252_01,Earth,0.0,TRAPPIST-1e,30.0,0.0,1571.0,252,F,53,P,0,0
236,0253_01,Earth,0.0,TRAPPIST-1e,29.0,0.0,888.0,253,G,42,P,0,0
237,0254_01,Earth,0.0,TRAPPIST-1e,21.0,0.0,1290.0,254,F,54,P,0,1
238,0255_01,Europa,1.0,TRAPPIST-1e,24.0,0.0,0.0,255,A,3,S,0,1
239,0257_01,Mars,0.0,55 Cancri e,21.0,0.0,,257,F,49,S,0,0
240,0257_02,Mars,1.0,TRAPPIST-1e,60.0,0.0,0.0,257,F,49,S,0,1
241,0258_01,Earth,0.0,TRAPPIST-1e,22.0,0.0,704.0,258,F,50,S,1,0
242,0260_01,Europa,0.0,TRAPPIST-1e,26.0,0.0,7845.0,260,E,16,S,0,0
243,0261_01,Earth,0.0,TRAPPIST-1e,26.0,0.0,898.0,261,F,56,P,0,0
244,0263_01,Earth,1.0,TRAPPIST-1e,28.0,0.0,0.0,263,G,43,P,0,1
245,0265_01,Europa,1.0,TRAPPIST-1e,39.0,0.0,,265,D,8,S,0,1
246,0267_01,Earth,0.0,TRAPPIST-1e,13.0,0.0,873.0,267,F,51,S,0,0
247,0269_01,Earth,0.0,55 Cancri e,47.0,0.0,823.0,269,F,52,S,0,1
248,0270_01,Earth,0.0,TRAPPIST-1e,63.0,0.0,1393.0,270,F,59,P,1,0
249,0275_01,Europa,1.0,55 Cancri e,,0.0,0.0,275,D,9,S,0,1
250,0277_01,Earth,0.0,55 Cancri e,50.0,0.0,2487.0,277,F,61,P,0,1
251,0278_01,Earth,0.0,TRAPPIST-1e,35.0,0.0,,278,,,,1,0
252,0278_02,Earth,0.0,TRAPPIST-1e,45.0,0.0,444.0,278,G,45,P,0,0
253,0281_01,Earth,0.0,TRAPPIST-1e,19.0,0.0,2078.0,281,F,63,P,0,1
254,0282_01,Earth,0.0,TRAPPIST-1e,21.0,0.0,918.0,282,F,54,S,0,1
255,0283_01,Earth,1.0,PSO J318.5-22,29.0,0.0,0.0,283,G,46,P,0,1
256,0283_02,Earth,0.0,TRAPPIST-1e,22.0,0.0,803.0,283,F,64,P,0,1
257,0285_01,Europa,1.0,TRAPPIST-1e,14.0,0.0,0.0,285,E,16,P,0,1
258,0285_02,Europa,1.0,55 Cancri e,42.0,0.0,0.0,285,E,16,P,0,1
259,0286_01,Earth,0.0,55 Cancri e,57.0,0.0,1488.0,286,F,65,P,1,0
260,0287_01,Europa,1.0,55 Cancri e,39.0,0.0,0.0,287,,,,1,1
261,0287_02,Europa,0.0,TRAPPIST-1e,28.0,0.0,2085.0,287,B,12,P,0,0
262,0288_01,Earth,0.0,55 Cancri e,19.0,0.0,828.0,288,F,55,S,0,0
263,0289_01,Europa,1.0,55 Cancri e,19.0,0.0,0.0,289,C,12,S,0,1
264,0290_01,Europa,0.0,55 Cancri e,26.0,0.0,5877.0,290,B,7,S,0,1
265,0290_02,Europa,1.0,TRAPPIST-1e,17.0,0.0,0.0,290,B,7,S,0,1
266,0290_03,Europa,,TRAPPIST-1e,43.0,0.0,0.0,290,B,7,S,0,1
267,0290_04,Europa,0.0,55 Cancri e,9.0,0.0,0.0,290,B,7,S,0,1
268,0291_01,Europa,0.0,TRAPPIST-1e,40.0,0.0,7678.0,291,D,10,S,0,1
269,0294_01,Europa,1.0,TRAPPIST-1e,50.0,0.0,,294,B,8,S,0,1
270,0297_01,Earth,0.0,TRAPPIST-1e,24.0,0.0,1433.0,297,G,47,P,0,1
271,0298_01,Europa,1.0,55 Cancri e,57.0,0.0,0.0,298,A,3,P,0,1
272,0301_01,Earth,1.0,TRAPPIST-1e,16.0,0.0,0.0,301,,,,1,0
273,0302_01,Earth,0.0,TRAPPIST-1e,23.0,0.0,1385.0,302,F,67,P,0,0
274,0303_01,,1.0,TRAPPIST-1e,23.0,0.0,0.0,303,G,41,S,0,1
275,0304_01,Europa,0.0,TRAPPIST-1e,28.0,0.0,7439.0,304,E,18,S,1,0
276,0305_01,Europa,0.0,55 Cancri e,23.0,0.0,3073.0,305,C,7,P,0,0
277,0306_01,Earth,0.0,TRAPPIST-1e,23.0,0.0,904.0,306,E,19,S,0,0
278,0307_01,Earth,0.0,TRAPPIST-1e,18.0,0.0,1359.0,307,F,59,S,0,1
279,0309_01,Earth,0.0,TRAPPIST-1e,18.0,0.0,1357.0,309,F,60,S,1,0
280,0310_01,Europa,0.0,TRAPPIST-1e,67.0,0.0,,310,,,,0,0
281,0313_01,Earth,0.0,PSO J318.5-22,60.0,0.0,552.0,313,F,68,P,0,1
282,0313_02,Earth,1.0,55 Cancri e,,0.0,,313,G,50,P,1,1
